class_cbo,class_cboModified,class_fanin,class_fanout,class_wmc,class_dit,class_noc,class_rfc,class_lcom,class_lcom*,class_tcc,class_lcc,class_totalMethodsQty,class_staticMethodsQty,class_publicMethodsQty,class_privateMethodsQty,class_protectedMethodsQty,class_defaultMethodsQty,class_visibleMethodsQty,class_abstractMethodsQty,class_finalMethodsQty,class_synchronizedMethodsQty,class_totalFieldsQty,class_staticFieldsQty,class_publicFieldsQty,class_privateFieldsQty,class_protectedFieldsQty,class_defaultFieldsQty,class_finalFieldsQty,class_synchronizedFieldsQty,class_nosi,class_loc,class_returnQty,class_loopQty,class_comparisonsQty,class_tryCatchQty,class_parenthesizedExpsQty,class_stringLiteralsQty,class_numbersQty,class_assignmentsQty,class_mathOperationsQty,class_variablesQty,class_maxNestedBlocksQty,class_anonymousClassesQty,class_innerClassesQty,class_lambdasQty,class_uniqueWordsQty,class_modifiers,class_logStatementsQty,field_usage,method_constructor,method_line,method_cbo,method_cboModified,method_fanin,method_fanout,method_wmc,method_rfc,method_loc,method_returnsQty,method_variablesQty,method_parametersQty,method_methodsInvokedQty,method_methodsInvokedLocalQty,method_methodsInvokedIndirectLocalQty,method_loopQty,method_comparisonsQty,method_tryCatchQty,method_parenthesizedExpsQty,method_stringLiteralsQty,method_numbersQty,method_assignmentsQty,method_mathOperationsQty,method_maxNestedBlocksQty,method_anonymousClassesQty,method_innerClassesQty,method_lambdasQty,method_uniqueWordsQty,method_modifiers,method_logStatementsQty,method_hasJavaDoc,variable_usage,label,project_name
9.0,10.0,1.0,9.0,19.0,2.0,0.0,53.0,11.0,0.7857143,0.6666667,1.0,7.0,0.0,1.0,3.0,3.0,0.0,4.0,0.0,0.0,0.0,8.0,4.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,94.0,2.0,0.0,6.0,1.0,5.0,9.0,3.0,17.0,5.0,18.0,2.0,0.0,0.0,1.0,120.0,1.0,0.0,1.5833333333333333,0.0,124.85714285714286,1.0,0.5714285714285714,0.2857142857142857,0.2857142857142857,2.7142857142857144,8.571428571428571,12.0,0.2857142857142857,1.4285714285714286,0.5714285714285714,8.571428571428571,0.2857142857142857,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.7142857142857143,1.0,0.14285714285714285,1.8571428571428572,0.7142857142857143,0.5714285714285714,0.0,0.0,0.14285714285714285,19.0,2.7142857142857144,0.0,0.42857142857142855,1.8666666666666667,NONE,2048-android-master
7.733333333333333,11.146666666666667,3.4133333333333336,7.733333333333333,6.72,1.6133333333333333,0.18666666666666668,10.56,10.026666666666667,0.33547831493333335,0.18261474215999998,0.2444317016,4.386666666666667,0.18666666666666668,2.8533333333333335,0.32,0.32,0.8933333333333333,4.08,0.05333333333333334,0.013333333333333334,0.0,2.493333333333333,0.13333333333333333,0.05333333333333334,1.4,0.0,1.04,0.9733333333333334,0.0,1.1466666666666667,32.25333333333333,2.3333333333333335,0.32,0.9866666666666667,0.013333333333333334,0.17333333333333334,0.8666666666666667,3.973333333333333,4.053333333333334,0.8666666666666667,4.866666666666666,0.5466666666666666,0.18666666666666668,0.10666666666666667,0.38666666666666666,27.613333333333333,69.44,0.0,2.0659025787965617,0.09393939393939393,87.86060606060606,2.2151515151515153,2.303030303030303,1.0545454545454545,1.2484848484848485,1.5272727272727273,2.918181818181818,6.069696969696969,0.5303030303030303,0.5393939393939394,1.0818181818181818,2.918181818181818,0.18181818181818182,0.21818181818181817,0.07272727272727272,0.22424242424242424,0.0030303030303030303,0.03939393939393939,0.1787878787878788,0.4090909090909091,0.8484848484848485,0.14545454545454545,0.33636363636363636,0.04242424242424243,0.0,0.08787878787878788,8.042424242424243,13.909090909090908,0.0,0.02727272727272727,1.8521256931608132,MVC,ANNO1404-Warenrechner-App-master
6.3,7.533333333333333,1.2333333333333334,6.3,16.5,1.5,0.06666666666666667,20.5,19.366666666666667,0.274035174,0.234277276,0.3218331073333333,6.066666666666666,0.36666666666666664,3.3,1.3333333333333333,1.2333333333333334,0.2,4.766666666666667,0.0,0.0,0.0,5.066666666666666,2.5,0.6666666666666666,3.6666666666666665,0.6333333333333333,0.1,3.1666666666666665,0.0,3.8333333333333335,105.23333333333333,3.7333333333333334,1.5,3.6333333333333333,0.3333333333333333,1.0,7.533333333333333,13.033333333333333,20.433333333333334,4.0,16.4,1.2666666666666666,0.43333333333333335,0.2,0.0,56.7,0.7666666666666667,0.0,1.821826280623608,0.04918032786885246,404.7049180327869,1.8415300546448088,2.1748633879781423,1.0327868852459017,1.1420765027322404,2.7049180327868854,5.202185792349726,13.398907103825136,0.6120218579234973,1.7377049180327868,1.1912568306010929,5.202185792349726,0.40437158469945356,0.6775956284153005,0.2459016393442623,0.5956284153005464,0.0546448087431694,0.16393442622950818,0.912568306010929,1.8032786885245902,2.721311475409836,0.639344262295082,0.8415300546448088,0.07103825136612021,0.0,0.0,15.306010928961749,2.3114754098360657,0.0,0.14207650273224043,2.526315789473684,MVC,ATimeTracker-master
6.8901098901098905,9.489010989010989,2.598901098901099,6.8901098901098905,9.087912087912088,1.521978021978022,0.08791208791208792,13.307692307692308,13.538461538461538,0.3096858642307692,0.20665729884615386,0.24581878186813186,4.93956043956044,0.8406593406593407,2.5824175824175826,1.335164835164835,0.24175824175824176,0.7802197802197802,3.620879120879121,0.08791208791208792,0.0,0.0,2.2252747252747254,0.8406593406593407,0.21978021978021978,1.6923076923076923,0.07142857142857142,0.24175824175824176,1.664835164835165,0.0,2.3626373626373627,45.93956043956044,2.7857142857142856,0.3241758241758242,1.4230769230769231,0.510989010989011,0.24175824175824176,4.434065934065934,2.2637362637362637,7.802197802197802,0.8076923076923077,7.813186813186813,1.0769230769230769,0.13736263736263737,0.09340659340659341,0.7802197802197802,55.082417582417584,36.489010989010985,0.0,1.6789413118527043,0.09866962305986696,99.16297117516629,2.1197339246119733,2.3015521064301554,1.123059866962306,1.1784922394678492,1.8337028824833703,3.47450110864745,7.870288248337029,0.5620842572062085,1.1274944567627494,0.7904656319290465,3.47450110864745,0.30598669623059865,0.25388026607538805,0.06541019955654102,0.28713968957871394,0.10310421286031042,0.04878048780487805,0.7549889135254989,0.39135254988913526,1.3924611973392462,0.1607538802660754,0.49223946784922396,0.015521064301552107,0.0,0.1574279379157428,14.134146341463415,166.11529933481154,0.0,0.2749445676274945,1.992769744160178,MVVM,AdAway-master
5.029411764705882,7.5,2.4705882352941178,5.029411764705882,4.715686274509804,1.4607843137254901,0.17647058823529413,5.931372549019608,7.666666666666667,0.23659150490196076,0.2829674435882352,0.2879394323137255,3.8627450980392157,0.0392156862745098,2.5392156862745097,0.5,0.24509803921568626,0.5784313725490197,3.3627450980392157,0.00980392156862745,0.0,0.0196078431372549,1.7745098039215685,0.3137254901960784,0.0392156862745098,1.5098039215686274,0.0,0.22549019607843138,0.7254901960784313,0.0,0.1568627450980392,22.980392156862745,0.9803921568627451,0.049019607843137254,0.47058823529411764,0.08823529411764706,0.13725490196078433,1.196078431372549,0.4411764705882353,2.764705882352941,0.30392156862745096,3.0588235294117645,0.37254901960784315,0.08823529411764706,0.12745098039215685,0.058823529411764705,29.647058823529413,41.990196078431374,0.0,1.4973118279569892,0.13959390862944163,72.31218274111676,1.467005076142132,1.6598984771573604,0.7969543147208121,0.8629441624365483,1.218274111675127,1.784263959390863,4.456852791878172,0.25380710659898476,0.3299492385786802,0.5532994923857868,1.784263959390863,0.1700507614213198,0.12690355329949238,0.012690355329949238,0.11928934010152284,0.02284263959390863,0.03553299492385787,0.19035532994923857,0.06598984771573604,0.5964467005076142,0.06345177664974619,0.1802030456852792,0.017766497461928935,0.0,0.012690355329949238,8.862944162436548,4.0126903553299496,0.0,0.2182741116751269,1.6481994459833795,MVP,Android-CleanArchitecture-master-master
5.714285714285714,7.4,1.6857142857142857,5.714285714285714,10.442857142857143,1.4428571428571428,0.0,13.157142857142857,13.242857142857142,0.3092851707142857,0.10428521647142858,0.1392479724,4.957142857142857,0.3,3.857142857142857,0.6285714285714286,0.38571428571428573,0.08571428571428572,4.328571428571428,0.18571428571428572,0.05714285714285714,0.0,3.6,1.0142857142857142,0.35714285714285715,2.0428571428571427,0.7571428571428571,0.44285714285714284,0.9857142857142858,0.0,1.0571428571428572,53.785714285714285,2.5285714285714285,0.4142857142857143,2.4571428571428573,0.22857142857142856,0.8428571428571429,4.742857142857143,3.8,11.185714285714285,2.414285714285714,8.714285714285714,1.1857142857142857,0.35714285714285715,0.17142857142857143,0.0,37.1,74.41428571428571,0.0,1.7067796610169492,0.08357348703170028,149.94524495677234,1.7896253602305476,1.9337175792507204,0.9279538904899135,1.005763688760807,2.106628242074928,3.2997118155619596,8.723342939481268,0.5100864553314121,1.031700288184438,1.239193083573487,3.2997118155619596,0.3256484149855908,0.3025936599423631,0.08357348703170028,0.4956772334293948,0.04610951008645533,0.17002881844380405,0.69164265129683,0.6340057636887608,1.8904899135446687,0.47262247838616717,0.6023054755043228,0.07204610951008646,0.0,0.0,12.587896253602306,40.37463976945245,0.0,0.08069164265129683,1.9318463444857497,MVC,Android-MGKEapp-master
4.948717948717949,7.461538461538462,2.5128205128205128,4.948717948717949,4.076923076923077,1.2820512820512822,0.0,4.17948717948718,2.948717948717949,0.23053775025641024,0.21942502000000003,0.23690753769230766,3.58974358974359,0.2564102564102564,2.358974358974359,0.5128205128205128,0.20512820512820512,0.5128205128205128,3.076923076923077,0.05128205128205128,0.0,0.02564102564102564,1.358974358974359,0.3076923076923077,0.02564102564102564,0.9743589743589743,0.05128205128205128,0.3076923076923077,0.2564102564102564,0.0,0.358974358974359,20.58974358974359,0.7435897435897436,0.05128205128205128,0.358974358974359,0.0,0.0,0.5128205128205128,0.1794871794871795,1.641025641025641,0.0,1.8717948717948718,0.3076923076923077,0.1794871794871795,0.10256410256410256,0.0,18.28205128205128,79.61538461538461,0.0,1.5625,0.1,51.7,1.5142857142857142,1.8071428571428572,0.8142857142857143,0.9928571428571429,1.1357142857142857,1.7357142857142858,4.328571428571428,0.20714285714285716,0.14285714285714285,0.5714285714285714,1.7357142857142858,0.17857142857142858,0.1,0.014285714285714285,0.1,0.0,0.0,0.06428571428571428,0.04285714285714286,0.42142857142857143,0.0,0.12142857142857143,0.04285714285714286,0.0,0.0,6.95,16.6,0.0,0.02857142857142857,1.2574257425742574,MVP,Android-MVP-Architecture-master
3.76,5.28,1.52,3.76,2.88,1.44,0.04,2.72,1.2,0.08600000440000001,0.21866666719999997,0.21866666719999997,2.44,0.16,1.52,0.08,0.08,0.76,2.36,0.0,0.0,0.0,0.64,0.16,0.04,0.44,0.04,0.12,0.36,0.0,0.08,11.24,0.6,0.0,0.28,0.0,0.0,0.44,0.12,0.88,0.12,0.88,0.16,0.08,0.04,0.0,15.76,43.4,0.0,1.1470588235294117,0.14754098360655737,41.50819672131148,1.3934426229508197,0.9016393442622951,0.3442622950819672,0.5573770491803278,1.180327868852459,1.2295081967213115,3.442622950819672,0.2459016393442623,0.09836065573770492,0.5245901639344263,1.2295081967213115,0.01639344262295082,0.01639344262295082,0.0,0.11475409836065574,0.0,0.0,0.11475409836065574,0.04918032786885246,0.29508196721311475,0.03278688524590164,0.09836065573770492,0.03278688524590164,0.0,0.0,4.770491803278689,1.3442622950819672,0.0,0.0,1.0789473684210527,MVP,Android-MVP-Sample-Application-master
4.0,5.914893617021277,1.9148936170212767,4.0,3.297872340425532,1.297872340425532,0.0425531914893617,3.1702127659574466,2.978723404255319,0.18793712361702125,0.15051426289361702,0.17372509268085107,2.872340425531915,0.2127659574468085,1.9361702127659575,0.3617021276595745,0.2127659574468085,0.3617021276595745,2.5106382978723403,0.06382978723404255,0.0,0.02127659574468085,0.9787234042553191,0.23404255319148937,0.02127659574468085,0.8936170212765957,0.0425531914893617,0.02127659574468085,0.5106382978723404,0.0,0.2553191489361702,17.23404255319149,0.851063829787234,0.06382978723404255,0.23404255319148937,0.0,0.0,0.40425531914893614,0.0851063829787234,1.5957446808510638,0.0,1.425531914893617,0.3404255319148936,0.3191489361702128,0.1276595744680851,0.0,14.340425531914894,65.65957446808511,0.0,1.8617021276595744,0.1037037037037037,46.45185185185185,1.5037037037037038,1.525925925925926,0.6444444444444445,0.8814814814814815,1.1481481481481481,1.1777777777777778,4.481481481481482,0.2962962962962963,0.15555555555555556,0.7111111111111111,1.1777777777777778,0.06666666666666667,0.044444444444444446,0.022222222222222223,0.08148148148148149,0.0,0.0,0.05925925925925926,0.022222222222222223,0.4740740740740741,0.0,0.14074074074074075,0.1037037037037037,0.0,0.0,6.014814814814815,24.807407407407407,0.0,0.02962962962962963,1.3025210084033614,MVVM,Android-MVVM-Architecture-master
5.550724637681159,7.2898550724637685,1.7391304347826086,5.550724637681159,13.55072463768116,1.3623188405797102,0.0,14.115942028985508,16.463768115942027,0.23217013362318842,0.05147743763768116,0.0951927195652174,5.101449275362318,1.0579710144927537,3.6956521739130435,1.0434782608695652,0.3333333333333333,0.028985507246376812,4.057971014492754,0.0,0.36231884057971014,0.0,2.869565217391304,1.0869565217391304,0.6231884057971014,2.2318840579710146,0.0,0.014492753623188406,1.681159420289855,0.0,2.9565217391304346,60.08695652173913,3.652173913043478,0.7101449275362319,3.391304347826087,0.2898550724637681,1.0434782608695652,4.217391304347826,2.550724637681159,9.507246376811594,1.2173913043478262,7.260869565217392,1.2753623188405796,0.36231884057971014,0.17391304347826086,0.0,36.20289855072464,1.2463768115942029,0.043478260869565216,1.6024844720496894,0.08522727272727272,180.5625,1.8181818181818181,1.8806818181818181,0.8494318181818182,1.03125,2.65625,3.6505681818181817,10.553977272727273,0.7159090909090909,0.8494318181818182,1.4034090909090908,3.6505681818181817,0.4119318181818182,0.48579545454545453,0.13920454545454544,0.6647727272727273,0.056818181818181816,0.20454545454545456,0.6761363636363636,0.4005681818181818,1.6107954545454546,0.23863636363636365,0.7357954545454546,0.07102272727272728,0.0,0.0,13.170454545454545,4.190340909090909,0.008522727272727272,0.07954545454545454,2.2914147521160824,MVC,Android-PreferencesManager-master
6.935064935064935,8.236363636363636,1.3012987012987014,6.935064935064935,20.194805194805195,1.3376623376623376,0.02077922077922078,13.727272727272727,137.68051948051948,0.29695057498701294,0.04791189450779221,0.07645158876753247,10.615584415584415,1.6805194805194805,8.002597402597402,1.1714285714285715,0.45194805194805193,0.9896103896103896,9.537662337662338,0.02077922077922078,0.5402597402597402,0.0,3.8,1.3974025974025974,0.9558441558441558,2.6857142857142855,0.012987012987012988,0.14545454545454545,1.2727272727272727,0.0,2.277922077922078,164.0,8.802597402597403,0.3220779220779221,4.592207792207792,0.2987012987012987,4.646753246753247,2.5714285714285716,10.31948051948052,13.872727272727273,0.5532467532467532,7.251948051948052,1.1428571428571428,0.34285714285714286,0.3974025974025974,0.0,42.896103896103895,10.454545454545455,0.0,1.4881107917428795,0.059907834101382486,11537.917293233082,1.4123211253941306,1.740722774678632,0.7475139461557119,0.9932088285229203,1.8857627940819792,1.8190637885035168,6.893039049235993,0.8219742905651225,0.3223381033228232,0.5423235508125152,1.8190637885035168,0.27989328159107446,0.2602473926752365,0.03007518796992481,0.4288139704098957,0.027892311423720593,0.43366480717923844,0.21173902498180935,0.831675964103808,1.1283046325491146,0.05166141159349988,0.38103322823187,0.01746301236963376,0.0,0.0,9.677176813000242,5.254183846713558,0.0,0.38976473441668685,2.2177814029363785,MVC,Android-Remote-master
5.383986928104576,7.834967320261438,2.450980392156863,5.383986928104576,15.415032679738562,1.392156862745098,0.0915032679738562,14.697712418300654,59.55882352941177,0.21487693980392158,0.1019705461303268,0.128237206354183,5.578431372549019,0.7156862745098039,4.078431372549019,1.0277777777777777,0.37745098039215685,0.09477124183006536,4.553921568627451,0.032679738562091505,0.05228758169934641,0.08006535947712418,3.4052287581699345,1.2990196078431373,0.6323529411764706,2.4934640522875817,0.10130718954248366,0.1781045751633987,1.1470588235294117,0.0,3.746732026143791,81.2173202614379,4.062091503267974,1.1127450980392157,2.8513071895424837,0.9754901960784313,1.0735294117647058,8.784313725490197,8.97549019607843,14.47549019607843,3.570261437908497,10.277777777777779,1.2549019607843137,0.5016339869281046,0.15196078431372548,0.0,45.13562091503268,17.5,0.0,1.75,0.05884074941451991,567.7125292740047,1.9631147540983607,7.738583138173302,1.5717213114754098,6.166861826697892,2.761416861826698,3.8199648711943794,11.824941451990632,0.727751756440281,1.22980093676815,1.1835480093676816,3.8199648711943794,0.45638173302107726,0.6411007025761124,0.1993559718969555,0.5108313817330211,0.17476580796252927,0.19233021077283372,1.354215456674473,1.3035714285714286,2.2734192037470726,0.6349531615925058,0.7584894613583139,0.06762295081967214,0.0,0.0,15.17652224824356,9.00175644028103,0.0,0.303864168618267,2.654580586496931,NONE,Anki-Android-feature-multimedia-editor
5.115384615384615,6.357142857142857,1.2417582417582418,5.115384615384615,9.159340659340659,1.6153846153846154,0.08791208791208792,8.714285714285714,26.63186813186813,0.18897568752747254,-0.011469293269230768,0.01092416236263736,3.7142857142857144,0.1043956043956044,2.4285714285714284,0.6043956043956044,0.21428571428571427,0.46703296703296704,3.10989010989011,0.005494505494505495,0.21978021978021978,0.0,3.901098901098901,1.945054945054945,1.7142857142857142,1.8076923076923077,0.005494505494505495,0.37362637362637363,2.076923076923077,0.0,0.7967032967032966,48.505494505494504,1.7692307692307692,0.5164835164835165,2.2967032967032965,0.21428571428571427,0.8296703296703297,3.71978021978022,3.9835164835164836,10.945054945054945,2.4615384615384617,8.39010989010989,0.8076923076923077,0.2692307692307692,0.35714285714285715,0.13736263736263737,35.08791208791209,30.95054945054945,0.01098901098901099,2.0971585701191566,0.1242603550295858,421.8683431952663,1.878698224852071,1.9023668639053255,0.8224852071005917,1.0798816568047338,2.4659763313609466,3.1538461538461537,9.633136094674557,0.47633136094674555,1.1937869822485208,1.0754437869822486,3.1538461538461537,0.3757396449704142,0.7292899408284024,0.1390532544378698,0.6183431952662722,0.057692307692307696,0.22337278106508876,0.735207100591716,0.7914201183431953,2.3298816568047336,0.6627218934911243,0.6242603550295858,0.05621301775147929,0.0,0.03698224852071006,13.029585798816568,3.896449704142012,0.0029585798816568047,0.09319526627218935,2.342053629823414,MVC,AsteroidOSSync-master
4.03030303030303,4.787878787878788,0.7575757575757576,4.03030303030303,7.575757575757576,1.4545454545454546,0.0,8.454545454545455,10.666666666666666,0.21283268484848486,0.06960836484848484,0.1079350106060606,3.727272727272727,0.21212121212121213,2.878787878787879,0.7878787878787878,0.06060606060606061,0.0,2.9393939393939394,0.0,0.0,0.09090909090909091,3.1818181818181817,1.2424242424242424,0.21212121212121213,2.878787878787879,0.0,0.09090909090909091,1.0,0.0,1.0909090909090908,44.515151515151516,1.6666666666666667,0.3333333333333333,1.7575757575757576,0.18181818181818182,2.121212121212121,0.7272727272727273,6.545454545454546,10.93939393939394,5.0606060606060606,7.9393939393939394,0.696969696969697,0.3333333333333333,0.3939393939393939,0.0,25.09090909090909,1.7272727272727273,0.0,1.8846153846153846,0.13821138211382114,217.14634146341464,1.4065040650406504,1.6504065040650406,0.7804878048780488,0.8699186991869918,2.032520325203252,2.869918699186992,8.544715447154472,0.44715447154471544,1.2764227642276422,1.170731707317073,2.869918699186992,0.22764227642276422,0.2601626016260163,0.08943089430894309,0.4715447154471545,0.04878048780487805,0.5691056910569106,0.12195121951219512,1.2195121951219512,2.3495934959349594,1.2845528455284554,0.4065040650406504,0.016260162601626018,0.0,0.0,10.05691056910569,2.4959349593495936,0.0,0.0,2.37248322147651,NONE,AtmosphereLogger-master
4.142857142857143,5.714285714285714,1.5714285714285714,4.142857142857143,8.785714285714286,2.0714285714285716,0.0,8.714285714285714,10.0,0.21282468000000002,0.02857143214285714,0.057142858571428576,3.2142857142857144,0.21428571428571427,2.0714285714285716,0.7142857142857143,0.2857142857142857,0.14285714285714285,2.5,0.0,0.0,0.07142857142857142,2.357142857142857,0.21428571428571427,0.14285714285714285,1.5,0.0,0.7142857142857143,0.21428571428571427,0.0,1.3571428571428572,41.07142857142857,3.0714285714285716,0.7142857142857143,2.357142857142857,0.6428571428571429,0.2857142857142857,3.357142857142857,5.5,8.785714285714286,2.0,7.0,1.2142857142857142,0.14285714285714285,0.0,0.0,32.42857142857143,0.7142857142857143,0.0,2.013888888888889,0.08888888888888889,177.2888888888889,1.7777777777777777,2.488888888888889,0.8222222222222222,1.6666666666666667,2.7333333333333334,3.3333333333333335,11.444444444444445,0.9555555555555556,1.4,1.0888888888888888,3.3333333333333335,0.6,0.5333333333333333,0.2222222222222222,0.7333333333333333,0.2,0.08888888888888889,1.0,1.5333333333333334,2.466666666666667,0.6222222222222222,1.0222222222222221,0.044444444444444446,0.0,0.0,13.444444444444445,2.688888888888889,0.0,0.4222222222222222,2.1016949152542375,MVC,BAC76-master
